Kode HS,Deskripsi HS,Negara Tujuan Ekspor,Periode,Berat (Kg),Nilai (USD)
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,201908,0.8,7.5
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,201909,253,17667.367
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,201910,1015.34,1195.107
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,201911,3,26
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,201912,1.3,859.63
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,202001,4,1179
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,202002,3.5,122.75
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,202003,112.6,6075.87
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,202004,10.5,940.56
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,202005,291.32,5385.1
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,202006,6,47
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Swiss,202007,14.7,3105.181
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201901,504.05,5251.7
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201902,1447.66,13382.93
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201903,409.345,4323.8
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201904,355.617,4732.54
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201905,1366.116,54598.3
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201906,222.892,2459.06
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201907,283.351,2739.42
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201908,367.103,5690.79
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201909,1088.805,17612.15
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201910,664.78,6515.44
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201911,1057.282,10214.52
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,201912,385.041,4577.78
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,202001,1554.554,6049.59
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,202002,750.453,5485.271
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,202003,615.419,5535.76
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,202004,530.095,7378.221
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,202005,1250.931,13361.9
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,202006,896.849,9996.96
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Taiwan,202007,591.528,6800.491
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Tanzania ,201910,900,1331.25
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Tanzania ,202005,25,107.14
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201901,41172.621,398324.225
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201902,46376.296,372359.638
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201903,42716.172,354612.495
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201904,31702.223,283588.927
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201905,61420.379,396755.966
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201906,18786.602,229573.535
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201907,24823.38,299554.244
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201908,28647.068,316087.558
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201909,48692.846,434096.99
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201910,49276.563,434643.883
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201911,39951.642,401757.542
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,201912,29997.776,373697.085
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,202001,56073.777,504854.621
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,202002,32781.665,369046.834
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,202003,57032.135,466726.892
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,202004,26432.294,366632.261
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,202005,19793.928,282562.415
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,202006,14904.681,219664.264
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Thailand,202007,21437.71,183277.267
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201901,14974.671,33135.927
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201902,20362.19,26610.266
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201903,21704.368,18507.541
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201904,34486.103,47663.269
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201905,29568.233,34145.775
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201906,30692.88,60043.759
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201907,54006.361,48067.168
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201908,32490.716,41183.143
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201909,20776.01,35109.291
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201910,21266.372,24175.298
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201911,26006.8,35348.247
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,201912,21014.53,19841.935
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,202001,14367.4,21461.818
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,202002,26870.29,20528.271
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,202003,27530.31,29805.886
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,202004,32447.75,5687.542
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,202005,7971.71,8982.572
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,202006,27420.24,49987.658
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Timor Timur,202007,59713.67,82347.923
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Togo,201909,126.29,234.78
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Togo,201911,208.77,517.63
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201901,11704.914,150909.954
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201902,8449.19,120642.656
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201903,8234.932,112944.562
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201904,8847.369,122740.377
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201905,16508.384,206781.158
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201906,1403.692,15782.932
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201907,9887.048,120935.28
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201908,12020.053,168858.53
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201909,11935.866,194086.508
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201910,14940.829,253385.926
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201911,13017.691,185636.145
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,201912,23206.397,324583.104
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,202001,11684.421,91234.585
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,202002,8027.418,113353.986
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,202003,10409.856,136254.5
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,202004,2049.23,32075.915
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,202006,3496.804,42851.83
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Turki,202007,8884.901,94744.881
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,U.S. VIRGIN ISLANDS,201910,41,25
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Ukraina,201909,0.6,12.5
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Ukraina,201910,2,8
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Ukraina,201912,3.15,28
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Ukraina,202005,16,267.86
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Ukraina,202006,11,31.79
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Ukraina,202007,34.96,4680.96
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201901,216.955,2012.541
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201902,181.18,895.08
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201903,2601.44,85287.81
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201904,2714.44,44074.85
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201905,1450.81,42837.77
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201906,10376.5,60062.593
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201907,1500.08,16175.8
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201908,554.4,6069
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201909,0.3,2.485
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201910,13.6,1793.27
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201911,131.46,884.82
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,201912,328.538,4560.58
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,202001,1400.1,10991.25
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,202002,127.25,754
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,202003,2163.05,6551.21
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,202004,43.68,325.49
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,202006,21.412,1330.72
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uni Emirat Arab ,202007,1700,16485.35
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201901,4678.123,60757.17
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201902,8122.814,109791.41
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201903,7677.916,101675.25
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201904,4927.355,61694.27
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201905,6402.464,91476.508
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201906,5083.553,66038.144
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201907,10164.523,113726.336
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201908,1664.819,28954.426
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201909,5298.127,71325.732
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201910,5784.722,77265.574
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201911,5840.076,70697.392
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,201912,8357.188,118566.208
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,202001,8638.659,106702.55
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,202002,4083.513,57660.701
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,202003,7384.712,99505.757
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,202004,8386.377,115615.078
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Uruguay,202007,571.37,7463.644
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Vanuatu,201908,55,628.474
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201901,27022.332,369088.311
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201902,24515.66,393139.842
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201903,32632.795,422026.857
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201904,25931.207,383101.637
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201905,29728.673,504564.44
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201906,29146.442,322118.842
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201907,25897.61,363734.403
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201908,34232.644,413308.065
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201909,25249.266,303858.573
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201910,25493.552,301729.414
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201911,33907.727,341429.003
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,201912,43869.053,481143.335
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,202001,28415.576,250687.482
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,202002,23255.148,275155.351
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,202003,25857.349,290515.055
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,202004,18787.617,213851.618
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,202005,9972.32,149116.984
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,202006,13932.06,105083.648
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Viet Nam,202007,24134.519,251869.502
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,VIRGIN ISLANDS (BRITISH),201904,40,660
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,VIRGIN ISLANDS (BRITISH),201910,115,1876
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,WALLIS & FUTUNA ISLANDS,202003,24,104.68
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201901,233,355.91
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201902,12,708.667
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201903,300,326.857
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201904,64,361.123
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201905,62,1085.53
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201906,58,916.944
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201907,24,1158.44
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201908,3016.24,19726.2
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201909,420.2,9535.27
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201910,42,633.273
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,201911,515,2467.867
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,202001,1143,15831.904
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,202002,2051,8220.094
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,202003,463.09,9331.2
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,202004,465.09,6587.501
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,202005,441.11,6517
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,202006,969,11870.2
39269099,Other articles of plastics & other materials of headings 39.01 to 39.14. oth than 3926.10.00-3926.90.92,Yunani,202007,861.18,11692.19
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Bangladesh,201902,14.9,299.203
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Belanda,201901,9140,32694.199
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Belanda,201904,9123.6,32652.995
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Belanda,201907,9224,32713.261
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Belanda,201910,8968,29363.84
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Belanda,202001,9132.48,31705.13
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Belanda,202007,8841.92,32793.285
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Bolivia,202002,1,2.635
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Brunei Darussalam,201905,52.692,880.93
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Brunei Darussalam,201907,17.706,222.233
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Cina,201912,85.743,4158
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Cina,202006,0.8,8.139
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",India,201905,2.5,2.4
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",India,201909,1,2.4
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Italia,201908,8202.74,31693.677
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201901,26001.32,530858.327
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201902,17225.71,356582.938
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201903,19079.5,393262.013
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201904,15284.46,318824.238
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201905,18899.18,378279.194
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201906,10136.01,205446.405
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201907,16544.8,335193.9
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201908,21820.7,465101.102
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201909,13725.92,305136.115
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201910,12415.54,279907.91
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201911,11094.96,265531.751
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,201912,20062.22,400446.776
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,202001,20515.48,398390.312
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,202002,21017.22,392768.488
40169911,"Parts&access kind used for vehicles of Chapter 87 for vehicles of head 8702,8703, 8704 or 8705,oth thn weatherstripping",Jepang,202003,20534.024,400631.193
