kabid,year,umk,prov,kabname,provname,rerata,minimum,maximum,PPPC,inflation,PPP,meanP,minP,maxP
3278,2002,290000,32,KOTA TASIKMALAYA,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,179.58186,254.1405,174.00864,358.64914
3278,2003,345000,32,KOTA TASIKMALAYA,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,206.28809,268.50952,191.93761,377.29791
3278,2004,385000,32,KOTA TASIKMALAYA,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,217.78128,279.17319,207.59929,378.996
3278,2005,415000,32,KOTA TASIKMALAYA,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,211.72031,270.63251,208.40421,362.22028
3278,2006,500000,32,KOTA TASIKMALAYA,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,230.35324,282.53094,207.31792,379.63412
3278,2007,575000,32,KOTA TASIKMALAYA,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,244.49564,294.60043,219.83347,391.40561
3278,2008,632500,32,KOTA TASIKMALAYA,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,232.05849,275.9946,209.12781,363.22198
3278,2009,705000,32,KOTA TASIKMALAYA,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,240.71167,286.03961,215.10405,371.82272
3278,2010,780000,32,KOTA TASIKMALAYA,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,233.74332,271.89667,201.22902,350.3075
3278,2011,865000,32,KOTA TASIKMALAYA,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,246.24554,279.36676,208.38351,366.21439
3278,2012,950000,32,KOTA TASIKMALAYA,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,266.11444,298.23441,218.49397,417.90222
3278,2013,1045000,32,KOTA TASIKMALAYA,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,277.50693,359.73282,225.72333,557.66943
3278,2014,1237000,32,KOTA TASIKMALAYA,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,306.88889,407.93878,248.09126,607.19098
3279,2002,290000,32,KOTA BANJAR,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,179.58186,254.1405,174.00864,358.64914
3279,2003,345000,32,KOTA BANJAR,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,206.28809,268.50952,191.93761,377.29791
3279,2004,367500,32,KOTA BANJAR,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,207.88213,279.17319,207.59929,378.996
3279,2005,408500,32,KOTA BANJAR,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,208.40421,270.63251,208.40421,362.22028
3279,2006,450000,32,KOTA BANJAR,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,207.31792,282.53094,207.31792,379.63412
3279,2007,517000,32,KOTA BANJAR,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,219.83347,294.60043,219.83347,391.40561
3279,2008,570000,32,KOTA BANJAR,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,209.12781,275.9946,209.12781,363.22198
3279,2009,633500,32,KOTA BANJAR,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,216.29907,286.03961,215.10405,371.82272
3279,2010,689800,32,KOTA BANJAR,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,206.713,271.89667,201.22902,350.3075
3279,2011,732000,32,KOTA BANJAR,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,208.38351,279.36676,208.38351,366.21439
3279,2012,780000,32,KOTA BANJAR,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,218.49397,298.23441,218.49397,417.90222
3279,2013,950000,32,KOTA BANJAR,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,252.27902,359.73282,225.72333,557.66943
3279,2014,1025000,32,KOTA BANJAR,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,254.29355,407.93878,248.09126,607.19098
3301,2002,350100,33,CILACAP,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,216.79866,202.23483,194.75343,216.79866
3301,2003,385500,33,CILACAP,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,230.50452,218.75934,203.53758,239.17459
3301,2004,403333.3333,33,CILACAP,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,228.15181,222.81746,206.46797,248.89288
3301,2005,433333.3333,33,CILACAP,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,221.07341,215.27158,198.96608,241.61624
3301,2006,450000,33,CILACAP,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,207.31792,226.4379,207.31792,269.974
3301,2007,545667,33,CILACAP,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,232.02295,233.40273,212.60489,276.38635
3301,2008,587500,33,CILACAP,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,215.5484,220.94693,200.68932,262.5838
3301,2009,664333,33,CILACAP,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,226.82654,232.15042,196.32512,286.29324
3301,2010,698333,33,CILACAP,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,209.27008,220.84183,198.38214,281.61752
3301,2011,718667,33,CILACAP,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,204.58792,223.28693,204.11336,273.66647
3301,2012,773000,33,CILACAP,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,216.53313,234.7005,214.29216,277.73944
3301,2013,816000,33,CILACAP,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,216.6944,242.65221,216.6944,321.08481
3301,2014,950000,33,CILACAP,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,235.68671,264.85037,225.76306,353.15793
3302,2002,324000,33,BANYUMAS,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,200.63629,202.23483,194.75343,216.79866
3302,2003,372600,33,BANYUMAS,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,222.79114,218.75934,203.53758,239.17459
3302,2004,380000,33,BANYUMAS,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,214.95294,222.81746,206.46797,248.89288
3302,2005,420000,33,BANYUMAS,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,214.27115,215.27158,198.96608,241.61624
3302,2006,493500,33,BANYUMAS,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,227.35866,226.4379,207.31792,269.974
3302,2007,520000,33,BANYUMAS,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,221.10909,233.40273,212.60489,276.38635
3302,2008,550000,33,BANYUMAS,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,201.78999,220.94693,200.68932,262.5838
3302,2009,612500,33,BANYUMAS,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,209.12894,232.15042,196.32512,286.29324
3302,2010,670000,33,BANYUMAS,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,200.77951,220.84183,198.38214,281.61752
3302,2011,750000,33,BANYUMAS,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,213.50769,223.28693,204.11336,273.66647
3302,2012,795000,33,BANYUMAS,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,222.69577,234.7005,214.29216,277.73944
3302,2013,877500,33,BANYUMAS,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,233.02614,242.65221,216.6944,321.08481
3302,2014,1000000,33,BANYUMAS,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,248.09126,264.85037,225.76306,353.15793
3303,2002,320000,33,PURBALINGGA,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,198.1593,202.23483,194.75343,216.79866
3303,2003,345000,33,PURBALINGGA,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,206.28809,218.75934,203.53758,239.17459
3303,2004,380000,33,PURBALINGGA,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,214.95294,222.81746,206.46797,248.89288
3303,2005,420000,33,PURBALINGGA,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,214.27115,215.27158,198.96608,241.61624
3303,2006,499500,33,PURBALINGGA,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,230.12289,226.4379,207.31792,269.974
3303,2007,525000,33,PURBALINGGA,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,223.23514,233.40273,212.60489,276.38635
3303,2008,560000,33,PURBALINGGA,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,205.45889,220.94693,200.68932,262.5838
3303,2009,618750,33,PURBALINGGA,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,211.26291,232.15042,196.32512,286.29324
3303,2010,695000,33,PURBALINGGA,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,208.27129,220.84183,198.38214,281.61752
3303,2011,765000,33,PURBALINGGA,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,217.77785,223.28693,204.11336,273.66647
3303,2012,818500,33,PURBALINGGA,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,229.27861,234.7005,214.29216,277.73944
3303,2013,896500,33,PURBALINGGA,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,238.07173,242.65221,216.6944,321.08481
3303,2014,1023000,33,PURBALINGGA,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,253.79736,264.85037,225.76306,353.15793
3304,2002,316500,33,BANJARNEGARA,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,195.99193,202.23483,194.75343,216.79866
3304,2003,342500,33,BANJARNEGARA,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,204.79324,218.75934,203.53758,239.17459
3304,2004,380175,33,BANJARNEGARA,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,215.05194,222.81746,206.46797,248.89288
3304,2005,417000,33,BANJARNEGARA,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,212.74065,215.27158,198.96608,241.61624
3304,2006,490500,33,BANJARNEGARA,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,225.97653,226.4379,207.31792,269.974
3304,2007,510000,33,BANJARNEGARA,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,216.85699,233.40273,212.60489,276.38635
3304,2008,551000,33,BANJARNEGARA,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,202.15688,220.94693,200.68932,262.5838
3304,2009,637000,33,BANJARNEGARA,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,217.49409,232.15042,196.32512,286.29324
3304,2010,662000,33,BANJARNEGARA,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,198.38214,220.84183,198.38214,281.61752
3304,2011,730000,33,BANJARNEGARA,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,207.81416,223.28693,204.11336,273.66647
3304,2012,765000,33,BANJARNEGARA,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,214.29216,234.7005,214.29216,277.73944
3304,2013,835000,33,BANJARNEGARA,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,221.73997,242.65221,216.6944,321.08481
3304,2014,920000,33,BANJARNEGARA,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,228.24397,264.85037,225.76306,353.15793
3305,2002,324300,33,KEBUMEN,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,200.82207,202.23483,194.75343,216.79866
3305,2003,348800,33,KEBUMEN,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,208.56024,218.75934,203.53758,239.17459
3305,2004,365000,33,KEBUMEN,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,206.46797,222.81746,206.46797,248.89288
3305,2005,410000,33,KEBUMEN,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,209.16946,215.27158,198.96608,241.61624
3305,2006,465000,33,KEBUMEN,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,214.22852,226.4379,207.31792,269.974
3305,2007,507000,33,KEBUMEN,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,215.58136,233.40273,212.60489,276.38635
3305,2008,550000,33,KEBUMEN,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,201.78999,220.94693,200.68932,262.5838
3305,2009,641500,33,KEBUMEN,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,219.03055,232.15042,196.32512,286.29324
3305,2010,700000,33,KEBUMEN,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,209.76964,220.84183,198.38214,281.61752
3305,2011,727500,33,KEBUMEN,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,207.10246,223.28693,204.11336,273.66647
3305,2012,770000,33,KEBUMEN,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,215.69276,234.7005,214.29216,277.73944
3305,2013,835000,33,KEBUMEN,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,221.73997,242.65221,216.6944,321.08481
3305,2014,975000,33,KEBUMEN,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,241.88899,264.85037,225.76306,353.15793
3306,2002,321000,33,PURWOREJO,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,198.77855,202.23483,194.75343,216.79866
3306,2003,350000,33,PURWOREJO,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,209.27777,218.75934,203.53758,239.17459
3306,2004,390000,33,PURWOREJO,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,220.6096,222.81746,206.46797,248.89288
3306,2005,410000,33,PURWOREJO,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,209.16946,215.27158,198.96608,241.61624
3306,2006,460000,33,PURWOREJO,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,211.92499,226.4379,207.31792,269.974
3306,2007,500000,33,PURWOREJO,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,212.60489,233.40273,212.60489,276.38635
3306,2008,555000,33,PURWOREJO,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,203.62445,220.94693,200.68932,262.5838
3306,2009,643000,33,PURWOREJO,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,219.54271,232.15042,196.32512,286.29324
3306,2010,719000,33,PURWOREJO,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,215.46338,220.84183,198.38214,281.61752
3306,2011,755000,33,PURWOREJO,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,214.93108,223.28693,204.11336,273.66647
3306,2012,809000,33,PURWOREJO,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,226.61746,234.7005,214.29216,277.73944
3306,2013,849000,33,PURWOREJO,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,225.45778,242.65221,216.6944,321.08481
3306,2014,910000,33,PURWOREJO,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,225.76306,264.85037,225.76306,353.15793
3307,2002,327500,33,WONOSOBO,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,202.80365,202.23483,194.75343,216.79866
3307,2003,360000,33,WONOSOBO,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,215.25713,218.75934,203.53758,239.17459
3307,2004,378000,33,WONOSOBO,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,213.82162,222.81746,206.46797,248.89288
3307,2005,420000,33,WONOSOBO,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,214.27115,215.27158,198.96608,241.61624
3307,2006,458000,33,WONOSOBO,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,211.00357,226.4379,207.31792,269.974
3307,2007,508000,33,WONOSOBO,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,216.00658,233.40273,212.60489,276.38635
3307,2008,565000,33,WONOSOBO,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,207.29335,220.94693,200.68932,262.5838
3307,2009,667000,33,WONOSOBO,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,227.73714,232.15042,196.32512,286.29324
3307,2010,715000,33,WONOSOBO,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,214.26469,220.84183,198.38214,281.61752
3307,2011,775000,33,WONOSOBO,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,220.62462,223.28693,204.11336,273.66647
3307,2012,825000,33,WONOSOBO,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,231.0994,234.7005,214.29216,277.73944
3307,2013,880000,33,WONOSOBO,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,233.69003,242.65221,216.6944,321.08481
3307,2014,990000,33,WONOSOBO,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,245.61035,264.85037,225.76306,353.15793
3308,2002,320200,33,MAGELANG,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,198.28314,202.23483,194.75343,216.79866
3308,2003,362000,33,MAGELANG,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,216.453,218.75934,203.53758,239.17459
3308,2004,387500,33,MAGELANG,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,219.19543,222.81746,206.46797,248.89288
3308,2005,413500,33,MAGELANG,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,210.95505,215.27158,198.96608,241.61624
3308,2006,500000,33,MAGELANG,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,230.35324,226.4379,207.31792,269.974
3308,2007,540000,33,MAGELANG,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,229.61328,233.40273,212.60489,276.38635
3308,2008,610000,33,MAGELANG,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,223.80345,220.94693,200.68932,262.5838
3308,2009,702000,33,MAGELANG,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,239.68736,232.15042,196.32512,286.29324
3308,2010,752000,33,MAGELANG,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,225.35252,220.84183,198.38214,281.61752
3308,2011,802500,33,MAGELANG,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,228.45323,223.28693,204.11336,273.66647
3308,2012,870000,33,MAGELANG,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,243.70482,234.7005,214.29216,277.73944
3308,2013,942000,33,MAGELANG,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,250.15456,242.65221,216.6944,321.08481
3308,2014,1152000,33,MAGELANG,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,285.80115,264.85037,225.76306,353.15793
3309,2002,316500,33,BOYOLALI,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,195.99193,202.23483,194.75343,216.79866
3309,2003,357500,33,BOYOLALI,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,213.76228,218.75934,203.53758,239.17459
3309,2004,385000,33,BOYOLALI,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,217.78128,222.81746,206.46797,248.89288
3309,2005,413000,33,BOYOLALI,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,210.69997,215.27158,198.96608,241.61624
3309,2006,490000,33,BOYOLALI,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,225.74619,226.4379,207.31792,269.974
3309,2007,570000,33,BOYOLALI,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,242.36958,233.40273,212.60489,276.38635
3309,2008,622000,33,BOYOLALI,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,228.20613,220.94693,200.68932,262.5838
3309,2009,718500,33,BOYOLALI,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,245.32104,232.15042,196.32512,286.29324
3309,2010,748000,33,BOYOLALI,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,224.15384,220.84183,198.38214,281.61752
3309,2011,800500,33,BOYOLALI,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,227.88388,223.28693,204.11336,273.66647
3309,2012,836000,33,BOYOLALI,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,234.18071,234.7005,214.29216,277.73944
3309,2013,895000,33,BOYOLALI,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,237.67339,242.65221,216.6944,321.08481
3309,2014,1116000,33,BOYOLALI,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,276.86984,264.85037,225.76306,353.15793
3310,2002,317550,33,KLATEN,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,196.64214,202.23483,194.75343,216.79866
3310,2003,358500,33,KLATEN,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,214.36023,218.75934,203.53758,239.17459
3310,2004,394500,33,KLATEN,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,223.15511,222.81746,206.46797,248.89288
3310,2005,410000,33,KLATEN,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,209.16946,215.27158,198.96608,241.61624
3310,2006,480250,33,KLATEN,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,221.25429,226.4379,207.31792,269.974
3310,2007,540250,33,KLATEN,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,229.71959,233.40273,212.60489,276.38635
3310,2008,607000,33,KLATEN,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,222.70277,220.94693,200.68932,262.5838
3310,2009,685000,33,KLATEN,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,233.88297,232.15042,196.32512,286.29324
3310,2010,735000,33,KLATEN,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,220.25812,220.84183,198.38214,281.61752
3310,2011,766022,33,KLATEN,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,218.06879,223.28693,204.11336,273.66647
3310,2012,812000,33,KLATEN,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,227.45782,234.7005,214.29216,277.73944
3310,2013,871500,33,KLATEN,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,231.4328,242.65221,216.6944,321.08481
3310,2014,1026600,33,KLATEN,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,254.69049,264.85037,225.76306,353.15793
3311,2002,327900,33,SUKOHARJO,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,203.05135,202.23483,194.75343,216.79866
3311,2003,370500,33,SUKOHARJO,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,221.53546,218.75934,203.53758,239.17459
3311,2004,396000,33,SUKOHARJO,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,224.0036,222.81746,206.46797,248.89288
3311,2005,417000,33,SUKOHARJO,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,212.74065,215.27158,198.96608,241.61624
3311,2006,490000,33,SUKOHARJO,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,225.74619,226.4379,207.31792,269.974
3311,2007,550000,33,SUKOHARJO,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,233.86539,233.40273,212.60489,276.38635
3311,2008,642500,33,SUKOHARJO,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,235.7274,220.94693,200.68932,262.5838
3311,2009,710000,33,SUKOHARJO,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,242.41885,232.15042,196.32512,286.29324
3311,2010,769500,33,SUKOHARJO,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,230.59677,220.84183,198.38214,281.61752
3311,2011,790500,33,SUKOHARJO,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,225.03711,223.28693,204.11336,273.66647
3311,2012,843000,33,SUKOHARJO,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,236.14156,234.7005,214.29216,277.73944
3311,2013,902000,33,SUKOHARJO,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,239.53229,242.65221,216.6944,321.08481
3311,2014,1150000,33,SUKOHARJO,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,285.30496,264.85037,225.76306,353.15793
3312,2002,314500,33,WONOGIRI,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,194.75343,202.23483,194.75343,216.79866
3312,2003,354000,33,WONOGIRI,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,211.66951,218.75934,203.53758,239.17459
3312,2004,380000,33,WONOGIRI,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,214.95294,222.81746,206.46797,248.89288
3312,2005,406000,33,WONOGIRI,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,207.12878,215.27158,198.96608,241.61624
3312,2006,450000,33,WONOGIRI,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,207.31792,226.4379,207.31792,269.974
3312,2007,500000,33,WONOGIRI,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,212.60489,233.40273,212.60489,276.38635
3312,2008,585000,33,WONOGIRI,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,214.63116,220.94693,200.68932,262.5838
3312,2009,650000,33,WONOGIRI,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,221.93275,232.15042,196.32512,286.29324
3312,2010,695000,33,WONOGIRI,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,208.27129,220.84183,198.38214,281.61752
3312,2011,730000,33,WONOGIRI,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,207.81416,223.28693,204.11336,273.66647
3312,2012,775000,33,WONOGIRI,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,217.09337,234.7005,214.29216,277.73944
3312,2013,830000,33,WONOGIRI,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,220.4122,242.65221,216.6944,321.08481
3312,2014,954000,33,WONOGIRI,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,236.67908,264.85037,225.76306,353.15793
3313,2002,328100,33,KARANGANYAR,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,203.1752,202.23483,194.75343,216.79866
3313,2003,375000,33,KARANGANYAR,Jawa Tengah,365857.16,340400,400000,1672.4185,6.7573171,224.22618,218.75934,203.53758,239.17459
3313,2004,400000,33,KARANGANYAR,Jawa Tengah,393903.09,365000,440000,1767.8287,6.0640597,226.26627,222.81746,206.46797,248.89288
3313,2005,420000,33,KARANGANYAR,Jawa Tengah,421960.94,390000,473600,1960.1332,10.453198,214.27115,215.27158,198.96608,241.61624
3313,2006,500000,33,KARANGANYAR,Jawa Tengah,491501.44,450000,586000,2170.5793,13.108672,230.35324,226.4379,207.31792,269.974
3313,2007,580000,33,KARANGANYAR,Jawa Tengah,548911.94,500000,650000,2351.7803,6.4065628,246.62167,233.40273,212.60489,276.38635
3313,2008,650000,33,KARANGANYAR,Jawa Tengah,602214.31,547000,715700,2725.606,10.226665,238.47908,220.94693,200.68932,262.5838
3313,2009,719000,33,KARANGANYAR,Jawa Tengah,679925.69,575000,838500,2928.8152,4.3864155,245.49176,232.15042,196.32512,286.29324
3313,2010,761000,33,KARANGANYAR,Jawa Tengah,736947.81,662000,939756,3336.9939,5.1342039,228.04956,220.84183,198.38214,281.61752
3313,2011,801500,33,KARANGANYAR,Jawa Tengah,784352,717000,961323,3512.7539,5.3560476,228.16856,223.28693,204.11336,273.66647
3313,2012,846000,33,KARANGANYAR,Jawa Tengah,837855.63,765000,991500,3569.8926,4.2795,236.98192,234.7005,214.29216,277.73944
3313,2013,896500,33,KARANGANYAR,Jawa Tengah,913748.56,816000,1209100,3765.6719,6.4130001,238.07173,242.65221,216.6944,321.08481
3313,2014,1060000,33,KARANGANYAR,Jawa Tengah,1067552.3,910000,1423500,4030.7747,6.395,262.97675,264.85037,225.76306,353.15793
3314,2002,316850,33,SRAGEN,Jawa Tengah,326581.44,314500,350100,1614.8624,11.900118,196.20866,202.23483,194.75343,216.79866
