kabid,year,umk,prov,kabname,provname,rerata,minimum,maximum,PPPC,inflation,PPP,meanP,minP,maxP
3209,2011,906103,32,CIREBON,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,257.94662,279.36676,208.38351,366.21439
3209,2012,956650,32,CIREBON,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,267.97726,298.23441,218.49397,417.90222
3209,2013,1081300,32,CIREBON,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,287.14664,359.73282,225.72333,557.66943
3209,2014,1212750,32,CIREBON,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,300.87268,407.93878,248.09126,607.19098
3210,2002,285000,32,MAJALENGKA,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,176.48563,254.1405,174.00864,358.64914
3210,2003,335000,32,MAJALENGKA,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,200.30872,268.50952,191.93761,377.29791
3210,2004,395000,32,MAJALENGKA,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,223.43793,279.17319,207.59929,378.996
3210,2005,425000,32,MAJALENGKA,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,216.82201,270.63251,208.40421,362.22028
3210,2006,489000,32,MAJALENGKA,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,225.28548,282.53094,207.31792,379.63412
3210,2007,555000,32,MAJALENGKA,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,235.99144,294.60043,219.83347,391.40561
3210,2008,605000,32,MAJALENGKA,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,221.96899,275.9946,209.12781,363.22198
3210,2009,680000,32,MAJALENGKA,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,232.1758,286.03961,215.10405,371.82272
3210,2010,720000,32,MAJALENGKA,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,215.76306,271.89667,201.22902,350.3075
3210,2011,763000,32,MAJALENGKA,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,217.2085,279.36676,208.38351,366.21439
3210,2012,800000,32,MAJALENGKA,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,224.09637,298.23441,218.49397,417.90222
3210,2013,850000,32,MAJALENGKA,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,225.72333,359.73282,225.72333,557.66943
3210,2014,1000000,32,MAJALENGKA,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,248.09126,407.93878,248.09126,607.19098
3211,2002,470000,32,SUMEDANG,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,291.04648,254.1405,174.00864,358.64914
3211,2003,537000,32,SUMEDANG,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,321.09189,268.50952,191.93761,377.29791
3211,2004,562000,32,SUMEDANG,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,317.90408,279.17319,207.59929,378.996
3211,2005,592500,32,SUMEDANG,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,302.27539,270.63251,208.40421,362.22028
3211,2006,702250,32,SUMEDANG,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,323.53113,282.53094,207.31792,379.63412
3211,2007,818000,32,SUMEDANG,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,347.82162,294.60043,219.83347,391.40561
3211,2008,886000,32,SUMEDANG,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,325.06534,275.9946,209.12781,363.22198
3211,2009,995000,32,SUMEDANG,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,339.72781,286.03961,215.10405,371.82272
3211,2010,1058978,32,SUMEDANG,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,317.34491,271.89667,201.22902,350.3075
3211,2011,1110135,32,SUMEDANG,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,316.02982,279.36676,208.38351,366.21439
3211,2012,1240000,32,SUMEDANG,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,347.3494,298.23441,218.49397,417.90222
3211,2013,1381700,32,SUMEDANG,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,366.91992,359.73282,225.72333,557.66943
3211,2014,1735473,32,SUMEDANG,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,430.55569,407.93878,248.09126,607.19098
3212,2002,331200,32,INDRAMAYU,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,205.09486,254.1405,174.00864,358.64914
3212,2003,420000,32,INDRAMAYU,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,251.13332,268.50952,191.93761,377.29791
3212,2004,482000,32,INDRAMAYU,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,272.65085,279.17319,207.59929,378.996
3212,2005,524000,32,INDRAMAYU,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,267.32877,270.63251,208.40421,362.22028
3212,2006,581000,32,INDRAMAYU,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,267.67047,282.53094,207.31792,379.63412
3212,2007,676000,32,INDRAMAYU,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,287.44183,294.60043,219.83347,391.40561
3212,2008,696000,32,INDRAMAYU,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,255.35606,275.9946,209.12781,363.22198
3212,2009,769500,32,INDRAMAYU,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,262.73422,286.03961,215.10405,371.82272
3212,2010,854145,32,INDRAMAYU,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,255.96242,271.89667,201.22902,350.3075
3212,2011,944190,32,INDRAMAYU,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,268.78912,279.36676,208.38351,366.21439
3212,2012,994864,32,INDRAMAYU,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,278.68176,298.23441,218.49397,417.90222
3212,2013,1125000,32,INDRAMAYU,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,298.75146,359.73282,225.72333,557.66943
3212,2014,1276320,32,INDRAMAYU,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,316.64386,407.93878,248.09126,607.19098
3213,2002,350000,32,SUBANG,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,216.73672,254.1405,174.00864,358.64914
3213,2003,405000,32,SUBANG,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,242.16428,268.50952,191.93761,377.29791
3213,2004,450000,32,SUBANG,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,254.54955,279.17319,207.59929,378.996
3213,2005,533500,32,SUBANG,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,272.17538,270.63251,208.40421,362.22028
3213,2006,628000,32,SUBANG,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,289.32367,282.53094,207.31792,379.63412
3213,2007,588500,32,SUBANG,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,250.23596,294.60043,219.83347,391.40561
3213,2008,630000,32,SUBANG,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,231.14127,275.9946,209.12781,363.22198
3213,2009,670000,32,SUBANG,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,228.76144,286.03961,215.10405,371.82272
3213,2010,746400,32,SUBANG,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,223.67436,271.89667,201.22902,350.3075
3213,2011,791200,32,SUBANG,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,225.23639,279.36676,208.38351,366.21439
3213,2012,862500,32,SUBANG,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,241.60391,298.23441,218.49397,417.90222
3213,2013,1220000,32,SUBANG,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,323.97937,359.73282,225.72333,557.66943
3213,2014,1577959,32,SUBANG,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,391.47784,407.93878,248.09126,607.19098
3214,2002,485000,32,PURWAKARTA,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,300.33517,254.1405,174.00864,358.64914
3214,2003,524000,32,PURWAKARTA,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,313.31873,268.50952,191.93761,377.29791
3214,2004,567500,32,PURWAKARTA,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,321.01526,279.17319,207.59929,378.996
3214,2005,613500,32,PURWAKARTA,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,312.98892,270.63251,208.40421,362.22028
3214,2006,650000,32,PURWAKARTA,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,299.45923,282.53094,207.31792,379.63412
3214,2007,713000,32,PURWAKARTA,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,303.17459,294.60043,219.83347,391.40561
3214,2008,763000,32,PURWAKARTA,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,279.93774,275.9946,209.12781,363.22198
3214,2009,839300,32,PURWAKARTA,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,286.56641,286.03961,215.10405,371.82272
3214,2010,890000,32,PURWAKARTA,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,266.70712,271.89667,201.22902,350.3075
3214,2011,961200,32,PURWAKARTA,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,273.63147,279.36676,208.38351,366.21439
3214,2012,1047500,32,PURWAKARTA,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,293.42621,298.23441,218.49397,417.90222
3214,2013,1693167,32,PURWAKARTA,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,449.63211,359.73282,225.72333,557.66943
3214,2014,2100000,32,PURWAKARTA,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,520.99164,407.93878,248.09126,607.19098
3215,2002,530015,32,KARAWANG,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,328.21063,254.1405,174.00864,358.64914
3215,2003,585000,32,KARAWANG,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,349.79285,268.50952,191.93761,377.29791
3215,2004,632000,32,KARAWANG,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,357.5007,279.17319,207.59929,378.996
3215,2005,672000,32,KARAWANG,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,342.83386,270.63251,208.40421,362.22028
3215,2006,750000,32,KARAWANG,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,345.52988,282.53094,207.31792,379.63412
3215,2007,854373,32,KARAWANG,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,363.28775,294.60043,219.83347,391.40561
3215,2008,912225,32,KARAWANG,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,334.68704,275.9946,209.12781,363.22198
3215,2009,1058181,32,KARAWANG,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,361.30002,286.03961,215.10405,371.82272
3215,2010,1111000,32,KARAWANG,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,332.93439,271.89667,201.22902,350.3075
3215,2011,1159000,32,KARAWANG,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,329.94055,279.36676,208.38351,366.21439
3215,2012,1269227,32,KARAWANG,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,355.53647,298.23441,218.49397,417.90222
3215,2013,2000000,32,KARAWANG,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,531.11371,359.73282,225.72333,557.66943
3215,2014,2447450,32,KARAWANG,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,607.19098,407.93878,248.09126,607.19098
3216,2002,575500,32,BEKASI,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,356.37711,254.1405,174.00864,358.64914
3216,2003,631000,32,BEKASI,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,377.29791,268.50952,191.93761,377.29791
3216,2004,670000,32,BEKASI,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,378.996,279.17319,207.59929,378.996
3216,2005,710000,32,BEKASI,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,362.22028,270.63251,208.40421,362.22028
3216,2006,824026,32,BEKASI,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,379.63412,282.53094,207.31792,379.63412
3216,2007,920500,32,BEKASI,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,391.40561,294.60043,219.83347,391.40561
3216,2008,980590,32,BEKASI,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,359.76953,275.9946,209.12781,363.22198
3216,2009,1084140,32,BEKASI,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,370.16333,286.03961,215.10405,371.82272
3216,2010,1168974,32,BEKASI,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,350.3075,271.89667,201.22902,350.3075
3216,2011,1286421,32,BEKASI,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,366.21439,279.36676,208.38351,366.21439
3216,2012,1491866,32,BEKASI,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,417.90222,298.23441,218.49397,417.90222
3216,2013,2002000,32,BEKASI,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,531.64484,359.73282,225.72333,557.66943
3216,2014,2447445,32,BEKASI,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,607.18976,407.93878,248.09126,607.19098
3217,2002,,32,BANDUNG BARAT,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,,254.1405,174.00864,358.64914
3217,2003,,32,BANDUNG BARAT,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,,268.50952,191.93761,377.29791
3217,2004,,32,BANDUNG BARAT,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,,279.17319,207.59929,378.996
3217,2005,,32,BANDUNG BARAT,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,,270.63251,208.40421,362.22028
3217,2006,710000,32,BANDUNG BARAT,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,327.10162,282.53094,207.31792,379.63412
3217,2007,820000,32,BANDUNG BARAT,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,348.67203,294.60043,219.83347,391.40561
3217,2008,896000,32,BANDUNG BARAT,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,328.73425,275.9946,209.12781,363.22198
3217,2009,1011064,32,BANDUNG BARAT,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,345.21265,286.03961,215.10405,371.82272
3217,2010,1105225,32,BANDUNG BARAT,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,331.2038,271.89667,201.22902,350.3075
3217,2011,1175959,32,BANDUNG BARAT,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,334.7684,279.36676,208.38351,366.21439
3217,2012,1236991,32,BANDUNG BARAT,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,346.5065,298.23441,218.49397,417.90222
3217,2013,1396399,32,BANDUNG BARAT,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,370.82333,359.73282,225.72333,557.66943
3217,2014,1738476,32,BANDUNG BARAT,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,431.30072,407.93878,248.09126,607.19098
3271,2002,576169,32,KOTA BOGOR,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,356.79138,254.1405,174.00864,358.64914
3271,2003,576169,32,KOTA BOGOR,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,344.51245,268.50952,191.93761,377.29791
3271,2004,620000,32,KOTA BOGOR,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,350.71271,279.17319,207.59929,378.996
3271,2005,639500,32,KOTA BOGOR,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,326.25336,270.63251,208.40421,362.22028
3271,2006,720750,32,KOTA BOGOR,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,332.0542,282.53094,207.31792,379.63412
3271,2007,800000,32,KOTA BOGOR,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,340.16785,294.60043,219.83347,391.40561
3271,2008,830000,32,KOTA BOGOR,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,304.51944,275.9946,209.12781,363.22198
3271,2009,893412,32,KOTA BOGOR,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,305.04211,286.03961,215.10405,371.82272
3271,2010,971200,32,KOTA BOGOR,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,291.04037,271.89667,201.22902,350.3075
3271,2011,1079100,32,KOTA BOGOR,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,307.19489,279.36676,208.38351,366.21439
3271,2012,1174200,32,KOTA BOGOR,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,328.91745,298.23441,218.49397,417.90222
3271,2013,2002000,32,KOTA BOGOR,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,531.64484,359.73282,225.72333,557.66943
3271,2014,2352350,32,KOTA BOGOR,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,583.59747,407.93878,248.09126,607.19098
3272,2002,310500,32,KOTA SUKABUMI,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,192.27644,254.1405,174.00864,358.64914
3272,2003,394000,32,KOTA SUKABUMI,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,235.58698,268.50952,191.93761,377.29791
3272,2004,453100,32,KOTA SUKABUMI,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,256.3031,279.17319,207.59929,378.996
3272,2005,410000,32,KOTA SUKABUMI,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,209.16946,270.63251,208.40421,362.22028
3272,2006,550000,32,KOTA SUKABUMI,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,253.38857,282.53094,207.31792,379.63412
3272,2007,650000,32,KOTA SUKABUMI,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,276.38635,294.60043,219.83347,391.40561
3272,2008,700000,32,KOTA SUKABUMI,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,256.82364,275.9946,209.12781,363.22198
3272,2009,770000,32,KOTA SUKABUMI,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,262.90494,286.03961,215.10405,371.82272
3272,2010,850000,32,KOTA SUKABUMI,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,254.72028,271.89667,201.22902,350.3075
3272,2011,860000,32,KOTA SUKABUMI,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,244.82216,279.36676,208.38351,366.21439
3272,2012,890000,32,KOTA SUKABUMI,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,249.30722,298.23441,218.49397,417.90222
3272,2013,1050000,32,KOTA SUKABUMI,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,278.83472,359.73282,225.72333,557.66943
3272,2014,1350000,32,KOTA SUKABUMI,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,334.92322,407.93878,248.09126,607.19098
3273,2002,471500,32,KOTA BANDUNG,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,291.97534,254.1405,174.00864,358.64914
3273,2003,538000,32,KOTA BANDUNG,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,321.68982,268.50952,191.93761,377.29791
3273,2004,588407,32,KOTA BANDUNG,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,332.84164,279.17319,207.59929,378.996
3273,2005,642590,32,KOTA BANDUNG,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,327.82977,270.63251,208.40421,362.22028
3273,2006,746500,32,KOTA BANDUNG,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,343.91739,282.53094,207.31792,379.63412
3273,2007,860565,32,KOTA BANDUNG,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,365.92065,294.60043,219.83347,391.40561
3273,2008,939000,32,KOTA BANDUNG,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,344.51056,275.9946,209.12781,363.22198
3273,2009,1044630,32,KOTA BANDUNG,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,356.67325,286.03961,215.10405,371.82272
3273,2010,1118000,32,KOTA BANDUNG,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,335.03207,271.89667,201.22902,350.3075
3273,2011,1188435,32,KOTA BANDUNG,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,338.32004,279.36676,208.38351,366.21439
3273,2012,1271625,32,KOTA BANDUNG,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,356.20819,298.23441,218.49397,417.90222
3273,2013,1538703,32,KOTA BANDUNG,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,408.61313,359.73282,225.72333,557.66943
3273,2014,2000000,32,KOTA BANDUNG,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,496.18253,407.93878,248.09126,607.19098
3274,2002,315000,32,KOTA CIREBON,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,195.06305,254.1405,174.00864,358.64914
3274,2003,375000,32,KOTA CIREBON,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,224.22618,268.50952,191.93761,377.29791
3274,2004,435000,32,KOTA CIREBON,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,246.06456,279.17319,207.59929,378.996
3274,2005,470000,32,KOTA CIREBON,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,239.77963,270.63251,208.40421,362.22028
3274,2006,540500,32,KOTA CIREBON,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,249.01186,282.53094,207.31792,379.63412
3274,2007,620000,32,KOTA CIREBON,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,263.63007,294.60043,219.83347,391.40561
3274,2008,682000,32,KOTA CIREBON,Jawa Barat,752252.56,570000,990000,2725.606,10.226665,250.21959,275.9946,209.12781,363.22198
3274,2009,765000,32,KOTA CIREBON,Jawa Barat,837757.13,630000,1089000,2928.8152,4.3864155,261.19778,286.03961,215.10405,371.82272
3274,2010,840000,32,KOTA CIREBON,Jawa Barat,907317.5,671500,1168974,3336.9939,5.1342039,251.72357,271.89667,201.22902,350.3075
3274,2011,923000,32,KOTA CIREBON,Jawa Barat,981346.69,732000,1286421,3512.7539,5.3560476,262.75681,279.36676,208.38351,366.21439
3274,2012,980000,32,KOTA CIREBON,Jawa Barat,1064664.8,780000,1491866,3569.8926,4.2795,274.51807,298.23441,218.49397,417.90222
3274,2013,1082500,32,KOTA CIREBON,Jawa Barat,1354635.8,850000,2100000,3765.6719,6.4130001,287.4653,359.73282,225.72333,557.66943
3274,2014,1226500,32,KOTA CIREBON,Jawa Barat,1644309.3,1000000,2447450,4030.7747,6.395,304.28394,407.93878,248.09126,607.19098
3275,2002,575500,32,KOTA BEKASI,Jawa Barat,410401.97,281000,579169,1614.8624,11.900118,356.37711,254.1405,174.00864,358.64914
3275,2003,631000,32,KOTA BEKASI,Jawa Barat,449060.28,321000,631000,1672.4185,6.7573171,377.29791,268.50952,191.93761,377.29791
3275,2004,670000,32,KOTA BEKASI,Jawa Barat,493530.41,367000,670000,1767.8287,6.0640597,378.996,279.17319,207.59929,378.996
3275,2005,710000,32,KOTA BEKASI,Jawa Barat,530475.75,408500,710000,1960.1332,10.453198,362.22028,270.63251,208.40421,362.22028
3275,2006,824000,32,KOTA BEKASI,Jawa Barat,613255.81,450000,824026,2170.5793,13.108672,379.62216,282.53094,207.31792,379.63412
3275,2007,900000,32,KOTA BEKASI,Jawa Barat,692835.5,517000,920500,2351.7803,6.4065628,382.68881,294.60043,219.83347,391.40561
