Year,Reporter,Reporter ISO,Commodity Code,Commodity,Netweight (kg),Trade Value (US$)
2017,Romania,ROU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,9545,149343
2018,Romania,ROU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8871,154116
2019,Romania,ROU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8393,168026
2020,Romania,ROU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,19437,56750
2016,Romania,ROU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,211400,248421
2017,Russian Federation,RUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,537904,1485992
2018,Russian Federation,RUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,245784,1222205
2019,Russian Federation,RUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,342726,929195
2020,Russian Federation,RUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,282182,906067
2016,Russian Federation,RUS,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,314349,1596572
2016,Saudi Arabia,SAU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5369000,5409450
2017,Saudi Arabia,SAU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8437273,5999407
2018,Saudi Arabia,SAU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,11608285,8945939
2019,Saudi Arabia,SAU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,274810,161692
2020,Saudi Arabia,SAU,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,7394738,3424133
2018,Serbia,SRB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,59328,329916
2019,Serbia,SRB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,109570,521356
2020,Serbia,SRB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,177105,768521
2016,Serbia,SRB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,263,1214
2017,India,IND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,61686763,42175783
2018,India,IND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,11478130,25637996
2019,India,IND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,7899219,17930983
2020,India,IND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,6883925,14563591
2016,India,IND,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,21226774,19616965
2018,Singapore,SGP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1762437,7505581
2019,Singapore,SGP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1497676,6606855
2020,Singapore,SGP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1105026,3470071
2016,Singapore,SGP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1179696,4954141
2017,Singapore,SGP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1277335,5188438
2017,Slovakia,SVK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1507849,14081081
2018,Slovakia,SVK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,25653943,47100598
2019,Slovakia,SVK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,5751702,8318457
2020,Slovakia,SVK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,418450,4916857
2016,Slovakia,SVK,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,102484,1526010
2018,Viet Nam,VNM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,7252803
2019,Viet Nam,VNM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,6521891
2020,Viet Nam,VNM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,11070659
2016,Viet Nam,VNM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1838019,1803704
2017,Viet Nam,VNM,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4694600,7893480
2017,Slovenia,SVN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2364354,6445474
2018,Slovenia,SVN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1985497,5591583
2019,Slovenia,SVN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2532941,6743467
2020,Slovenia,SVN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1968051,5365055
2016,Slovenia,SVN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2551138,6475342
2017,South Africa,ZAF,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,483626,1082117
2018,South Africa,ZAF,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,344535,754171
2019,South Africa,ZAF,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,466087,1382925
2020,South Africa,ZAF,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,224450,610385
2016,South Africa,ZAF,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,949968,940537
2018,Zimbabwe,ZWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4880,23723
2017,Zimbabwe,ZWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,2860,17672
2017,Spain,ESP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,18292848,60621034
2018,Spain,ESP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,22352209,88705271
2019,Spain,ESP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,23629915,88137527
2020,Spain,ESP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,15941036,61631318
2016,Spain,ESP,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,21537238,56858176
2018,Eswatini,SWZ,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1,5
2017,Sweden,SWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,60701413,190032211
2018,Sweden,SWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,62815100,227236439
2019,Sweden,SWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,58372777,210846634
2020,Sweden,SWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,42170501,147560969
2016,Sweden,SWE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,49954196,138884172
2017,Switzerland,CHE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,78514,3568487
2018,Switzerland,CHE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,100102,4379094
2019,Switzerland,CHE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,99437,2577024
2020,Switzerland,CHE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,66089,1681941
2016,Switzerland,CHE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,52978,2806726
2017,Thailand,THA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,131985,512445
2018,Thailand,THA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,65049,1116498
2019,Thailand,THA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,556774
2020,Thailand,THA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,67293,598193
2016,Thailand,THA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,279589,2574124
2018,United Arab Emirates,ARE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,311029,1800824
2019,United Arab Emirates,ARE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,0,2269082
2020,United Arab Emirates,ARE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1482186,4368362
2016,United Arab Emirates,ARE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,906362,1007341
2017,United Arab Emirates,ARE,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,143322,194937
2018,Tunisia,TUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,10,1396
2019,Tunisia,TUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,51197,2663242
2016,Tunisia,TUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,367,4858
2017,Tunisia,TUN,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4344,8572
2017,Turkey,TUR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,40589,90530
2018,Turkey,TUR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,246819,549110
2019,Turkey,TUR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,297005,780233
2020,Turkey,TUR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,488215,950672
2016,Turkey,TUR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,158117,238894
2016,Uganda,UGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,4000,1482
2017,Uganda,UGA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,50,9
2020,Ukraine,UKR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,622376,2596649
2016,Ukraine,UKR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,108982,327067
2017,Ukraine,UKR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,92741,402299
2018,Ukraine,UKR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,293926,1353593
2019,Ukraine,UKR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,854373,4072887
2016,North Macedonia,MKD,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,22,61
2017,Egypt,EGY,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,39000,971
2019,Egypt,EGY,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,20,393
2020,Egypt,EGY,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,20345
2017,United Kingdom,GBR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,521491862
2018,United Kingdom,GBR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,257612740,642051227
2019,United Kingdom,GBR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,183670093,445718400
2020,United Kingdom,GBR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,140840571,326187431
2016,United Kingdom,GBR,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,218280555,397915588
2017,United Rep. of Tanzania,TZA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,511810,373284
2018,United Rep. of Tanzania,TZA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,,2709
2016,United Rep. of Tanzania,TZA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,790976,518200
2017,USA,USA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,28113530,103985931
2018,USA,USA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,27704747,112876450
2019,USA,USA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,18130686,98678688
2020,USA,USA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,10961352,69979334
2016,USA,USA,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,28731795,120514788
2019,Uruguay,URY,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,854,3453
2020,Uruguay,URY,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,8534,42308
2018,Uzbekistan,UZB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,100700,79491
2019,Uzbekistan,UZB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,51070,40258
2020,Uzbekistan,UZB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,39590,39994
2017,Uzbekistan,UZB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,59580,47065
2017,Zambia,ZMB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,685965,311417
2018,Zambia,ZMB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,53955,82027
2019,Zambia,ZMB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,73445,186540
2020,Zambia,ZMB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,670864,1157044
2016,Zambia,ZMB,7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,1074914,315198
